Chr01_00008907,chr01_000008907
Chr10_27702472,chr10_027702472
Chr10_27702558,chr10_027702558
Chr10_27804714,chr10_027804714
Chr10_27804736,chr10_027804736
Chr10_27804741,chr10_027804741
Chr10_27809769,chr10_027809769
chr10_28114892,chr10_028114892
Chr10_28362285,chr10_028362285
Chr10_28362295,chr10_028362295
Chr10_28362305,chr10_028362305
Chr10_28362394,chr10_028362394
Chr10_28362405,chr10_028362405
Chr10_28465586,chr10_028465586
Chr10_28465609,chr10_028465609
Chr10_28500647,chr10_028500647
Chr10_28500702,chr10_028500702
Chr10_28816256,chr10_028816256
Chr10_28816326,chr10_028816326
Chr10_29096107,chr10_029096107
Chr10_29096220,chr10_029096220
Chr10_29128228,chr10_029128228
Chr10_29185668,chr10_029185668
Chr10_29269786,chr10_029269786
Chr10_29269833,chr10_029269833
Chr10_29269839,chr10_029269839
Chr10_29693339,chr10_029693339
Chr10_29800825,chr10_029800825
Chr10_29800861,chr10_029800861
Chr10_30167363,chr10_030167363
Chr10_30235626,chr10_030235626
Chr10_30554214,chr10_030554214
Chr10_30554312,chr10_030554312
Chr10_30554344,chr10_030554344
Chr10_30568321,chr10_030568321
Chr10_30886054,chr10_030886054
Chr10_31014399,chr10_031014399
Chr10_31057473,chr10_031057473
Chr10_31204423,chr10_031204423
Chr10_31666701,chr10_031666701
Chr10_31935247,chr10_031935247
Chr10_31935259,chr10_031935259
Chr10_31935278,chr10_031935278
Chr10_32242021,chr10_032242021
Chr10_32372959,chr10_032372959
Chr10_32373000,chr10_032373000
Chr10_32758530,chr10_032758530
Chr10_32758540,chr10_032758540
Chr10_32911582,chr10_032911582
Chr10_32911645,chr10_032911645
Chr10_33015400,chr10_033015400
Chr10_33208978,chr10_033208978
Chr10_33208991,chr10_033208991
Chr10_33251072,chr10_033251072
Chr10_33251232,chr10_033251232
Chr10_33251236,chr10_033251236
Chr10_33340913,chr10_033340913
Chr11_00338729,chr11_000338729
Chr11_00557544,chr11_000557544
Chr11_00557604,chr11_000557604
Chr11_00558183,chr11_000558183
Chr11_00821597,chr11_000821597
Chr11_00821633,chr11_000821633
Chr11_00924552,chr11_000924552
Chr11_00943158,chr11_000943158
Chr11_01029015,chr11_001029015
Chr11_01165055,chr11_001165055
Chr11_01165139,chr11_001165139
Chr11_01165186,chr11_001165186
Chr11_01812757,chr11_001812757
Chr11_01812768,chr11_001812768
Chr11_01812794,chr11_001812794
Chr11_01922267,chr11_001922267
Chr11_02585490,chr11_002585490
Chr11_02796678,chr11_002796678
Chr11_03348967,chr11_003348967
chr11_03414770,chr11_003414770
Chr11_03949514,chr11_003949514
Chr11_03949633,chr11_003949633
Chr11_04198804,chr11_004198804
Chr11_04198855,chr11_004198855
Chr11_04199003,chr11_004199003
Chr11_04360325,chr11_004360325
Chr11_04360349,chr11_004360349
Chr11_04360357,chr11_004360357
Chr11_04360376,chr11_004360376
Chr11_04360407,chr11_004360407
Chr11_04360468,chr11_004360468
Chr11_04786786,chr11_004786786
Chr11_04952599,chr11_004952599
Chr11_04952613,chr11_004952613
Chr11_05011097,chr11_005011097
chr11_05029543,chr11_005029543
Chr11_05434535,chr11_005434535
Chr11_05546121,chr11_005546121
Chr11_05546243,chr11_005546243
Chr11_05548275,chr11_005548275
chr11_05581462,chr11_005581462
Chr11_05809861,chr11_005809861
Chr11_06081812,chr11_006081812
Chr11_06081912,chr11_006081912
Chr11_06194095,chr11_006194095
Chr11_06705556,chr11_006705556
Chr11_07076498,chr11_007076498
Chr11_07076500,chr11_007076500
Chr11_07076529,chr11_007076529
Chr11_07076538,chr11_007076538
Chr11_07076598,chr11_007076598
Chr11_07076624,chr11_007076624
chr11_07201789,chr11_007201789
Chr11_07221626,chr11_007221626
Chr11_07302188,chr11_007302188
chr11_07308144,chr11_007308144
chr11_07526678,chr11_007526678
Chr11_07758476,chr11_007758476
Chr11_07758636,chr11_007758636
Chr11_07758644,chr11_007758644
Chr11_07843845,chr11_007843845
Chr11_07913320,chr11_007913320
Chr11_07913393,chr11_007913393
Chr11_07913425,chr11_007913425
Chr11_07959135,chr11_007959135
Chr11_07959226,chr11_007959226
chr11_08392709,chr11_008392709
Chr11_08477297,chr11_008477297
chr11_08891846,chr11_008891846
Chr11_09217236,chr11_009217236
chr11_09487166,chr11_009487166
Chr11_09553410,chr11_009553410
Chr11_09603306,chr11_009603306
Chr11_09603408,chr11_009603408
Chr11_09603429,chr11_009603429
Chr11_09763932,chr11_009763932
Chr11_09763977,chr11_009763977
Chr11_09764015,chr11_009764015
Chr11_09764048,chr11_009764048
Chr11_09803944,chr11_009803944
Chr11_10042184,chr11_010042184
Chr11_10073002,chr11_010073002
Chr11_10073107,chr11_010073107
Chr11_10283458,chr11_010283458
chr11_10595288,chr11_010595288
Chr11_10797163,chr11_010797163
chr11_10854908,chr11_010854908
chr11_11715343,chr11_011715343
Chr11_11804202,chr11_011804202
Chr11_12257435,chr11_012257435
Chr11_12529264,chr11_012529264
Chr11_13002501,chr11_013002501
Chr11_13104569,chr11_013104569
Chr11_13262997,chr11_013262997
Chr11_13263085,chr11_013263085
Chr11_13263087,chr11_013263087
chr11_13407863,chr11_013407863
chr11_13430606,chr11_013430606
Chr11_13613806,chr11_013613806
Chr11_13613849,chr11_013613849
Chr11_13613871,chr11_013613871
Chr11_13613980,chr11_013613980
Chr11_13725268,chr11_013725268
Chr11_14120160,chr11_014120160
Chr11_14344405,chr11_014344405
chr11_14671491,chr11_014671491
Chr11_14739253,chr11_014739253
Chr11_14886765,chr11_014886765
chr11_15265263,chr11_015265263
Chr11_15403157,chr11_015403157
Chr11_15442540,chr11_015442540
Chr11_15442658,chr11_015442658
Chr11_15662919,chr11_015662919
Chr11_15973683,chr11_015973683
Chr11_16190235,chr11_016190235
chr11_16602955,chr11_016602955
Chr11_16901341,chr11_016901341
Chr11_17278600,chr11_017278600
Chr11_17278636,chr11_017278636
Chr11_17278672,chr11_017278672
Chr11_17684150,chr11_017684150
chr11_17964127,chr11_017964127
Chr11_18317543,chr11_018317543
Chr11_18569792,chr11_018569792
Chr11_19070684,chr11_019070684
Chr11_19184435,chr11_019184435
Chr11_19649506,chr11_019649506
Chr11_20197141,chr11_020197141
Chr11_20409048,chr11_020409048
Chr11_20947528,chr11_020947528
Chr11_21528767,chr11_021528767
Chr11_22116676,chr11_022116676
Chr11_22116709,chr11_022116709
Chr11_22116747,chr11_022116747
Chr11_22116775,chr11_022116775
Chr11_22116797,chr11_022116797
Chr11_22750423,chr11_022750423
Chr11_22984662,chr11_022984662
Chr11_23149721,chr11_023149721
Chr11_23481165,chr11_023481165
Chr11_24005853,chr11_024005853
Chr11_24112099,chr11_024112099
Chr11_25066370,chr11_025066370
Chr11_25127023,chr11_025127023
Chr11_25127044,chr11_025127044
Chr11_25127086,chr11_025127086
Chr11_25608372,chr11_025608372
Chr11_25781022,chr11_025781022
Chr11_25781108,chr11_025781108
Chr11_26158220,chr11_026158220
Chr11_26472705,chr11_026472705
Chr11_27200096,chr11_027200096
Chr11_27504999,chr11_027504999
Chr11_27505015,chr11_027505015
Chr11_27618022,chr11_027618022
Chr11_27618063,chr11_027618063
Chr11_27769303,chr11_027769303
Chr11_27769349,chr11_027769349
Chr11_27894327,chr11_027894327
Chr11_28295309,chr11_028295309
Chr11_28664101,chr11_028664101
Chr11_29227413,chr11_029227413
Chr11_29278168,chr11_029278168
Chr11_29278228,chr11_029278228
Chr11_29278233,chr11_029278233
Chr11_29336887,chr11_029336887
Chr11_29345399,chr11_029345399
Chr11_29345416,chr11_029345416
Chr11_29345517,chr11_029345517
Chr11_29345528,chr11_029345528
Chr11_29345543,chr11_029345543
Chr11_29582026,chr11_029582026
Chr11_29582093,chr11_029582093
Chr11_29592121,chr11_029592121
Chr11_29593989,chr11_029593989
Chr11_29716871,chr11_029716871
Chr11_29716903,chr11_029716903
Chr11_29865089,chr11_029865089
Chr11_29865127,chr11_029865127
Chr11_29865133,chr11_029865133
Chr11_30099104,chr11_030099104
Chr11_30118595,chr11_030118595
Chr11_30118600,chr11_030118600
Chr11_30118736,chr11_030118736
Chr11_30353955,chr11_030353955
Chr11_30686187,chr11_030686187
Chr11_31156610,chr11_031156610
Chr11_31156619,chr11_031156619
Chr11_31156664,chr11_031156664
Chr11_31156696,chr11_031156696
Chr11_31156703,chr11_031156703
Chr11_31156782,chr11_031156782
Chr11_31156817,chr11_031156817
Chr11_31184089,chr11_031184089
Chr11_31184155,chr11_031184155
Chr11_31186836,chr11_031186836
Chr11_31497018,chr11_031497018
Chr11_31497036,chr11_031497036
Chr11_31497066,chr11_031497066
Chr11_31497096,chr11_031497096
Chr11_31497167,chr11_031497167
Chr11_31598171,chr11_031598171
Chr11_31598204,chr11_031598204
Chr11_31598322,chr11_031598322
Chr11_31598334,chr11_031598334
Chr11_31736683,chr11_031736683
Chr11_32271155,chr11_032271155
Chr11_32321616,chr11_032321616
Chr11_32803069,chr11_032803069
chr11_33250109,chr11_033250109
Chr11_33653327,chr11_033653327
Chr11_34325173,chr11_034325173
Chr11_34325260,chr11_034325260
Chr11_34466818,chr11_034466818
Chr11_34466841,chr11_034466841
Chr11_34466868,chr11_034466868
Chr11_34466876,chr11_034466876
Chr11_34466965,chr11_034466965
chr11_34844641,chr11_034844641
chr11_35249665,chr11_035249665
Chr11_35363225,chr11_035363225
Chr11_35564572,chr11_035564572
Chr11_35564607,chr11_035564607
Chr11_35842226,chr11_035842226
Chr11_36172088,chr11_036172088
Chr11_36741378,chr11_036741378
Chr11_36972613,chr11_036972613
Chr11_37407551,chr11_037407551
Chr11_37512742,chr11_037512742
Chr11_37690940,chr11_037690940
Chr11_38202595,chr11_038202595
Chr12_00086253,chr12_000086253
Chr12_00086281,chr12_000086281
Chr12_00086292,chr12_000086292
Chr12_00086324,chr12_000086324
Chr12_00532598,chr12_000532598
Chr12_00724529,chr12_000724529
Chr12_00899387,chr12_000899387
Chr12_00899474,chr12_000899474
Chr12_00899498,chr12_000899498
Chr12_00942009,chr12_000942009
Chr12_01054405,chr12_001054405
Chr12_01054439,chr12_001054439
Chr12_01323504,chr12_001323504
Chr12_01323518,chr12_001323518
Chr12_01636162,chr12_001636162
Chr12_01898244,chr12_001898244
Chr12_02433391,chr12_002433391
Chr12_02433487,chr12_002433487
Chr12_02433495,chr12_002433495
Chr12_02433501,chr12_002433501
Chr12_02433512,chr12_002433512
Chr12_02621438,chr12_002621438
Chr12_02886270,chr12_002886270
Chr12_03096037,chr12_003096037
Chr12_03561039,chr12_003561039
Chr12_03561059,chr12_003561059
Chr12_03561090,chr12_003561090
Chr12_03561111,chr12_003561111
Chr12_03561136,chr12_003561136
Chr12_03561159,chr12_003561159
Chr12_03562724,chr12_003562724
Chr12_03562874,chr12_003562874
Chr12_03562919,chr12_003562919
Chr12_03587817,chr12_003587817
Chr12_03587836,chr12_003587836
Chr12_03587844,chr12_003587844
Chr12_03875525,chr12_003875525
Chr12_03992977,chr12_003992977
Chr12_04000054,chr12_004000054
Chr12_04000067,chr12_004000067
Chr12_04322321,chr12_004322321
Chr12_04322334,chr12_004322334
Chr12_04322348,chr12_004322348
Chr12_04322410,chr12_004322410
Chr12_04616618,chr12_004616618
Chr12_04940707,chr12_004940707
Chr12_05182382,chr12_005182382
Chr12_05182420,chr12_005182420
Chr12_05182440,chr12_005182440
Chr12_05280581,chr12_005280581
Chr12_05300841,chr12_005300841
Chr12_05689365,chr12_005689365
Chr12_05689470,chr12_005689470
Chr12_06194353,chr12_006194353
Chr12_06398354,chr12_006398354
Chr12_06693887,chr12_006693887
Chr12_07006574,chr12_007006574
chr12_07321172,chr12_007321172
chr12_07340721,chr12_007340721
Chr12_07350382,chr12_007350382
Chr12_07350465,chr12_007350465
Chr12_07400557,chr12_007400557
Chr12_07400608,chr12_007400608
Chr12_07400623,chr12_007400623
Chr12_07400653,chr12_007400653
Chr12_07400677,chr12_007400677
Chr12_07405569,chr12_007405569
Chr12_07405644,chr12_007405644
Chr12_07516095,chr12_007516095
Chr12_07824143,chr12_007824143
Chr12_08322316,chr12_008322316
Chr12_08628157,chr12_008628157
Chr12_08647472,chr12_008647472
Chr12_08662204,chr12_008662204
Chr12_08662304,chr12_008662304
Chr12_08763162,chr12_008763162
Chr12_08763201,chr12_008763201
Chr12_08763277,chr12_008763277
Chr12_08763280,chr12_008763280
Chr12_08763315,chr12_008763315
Chr12_09086897,chr12_009086897
Chr12_09133148,chr12_009133148
Chr12_09215719,chr12_009215719
Chr12_09360514,chr12_009360514
Chr12_09735079,chr12_009735079
Chr12_09918826,chr12_009918826
Chr12_10183762,chr12_010183762
Chr12_10462305,chr12_010462305
Chr12_10462315,chr12_010462315
Chr12_10466790,chr12_010466790
Chr12_10466826,chr12_010466826
Chr12_10466867,chr12_010466867
Chr12_10466937,chr12_010466937
Chr12_10468794,chr12_010468794
Chr12_10862395,chr12_010862395
Chr12_11157863,chr12_011157863
Chr12_11475038,chr12_011475038
Chr12_11649333,chr12_011649333
Chr12_11899055,chr12_011899055
Chr12_12243202,chr12_012243202
Chr12_12243208,chr12_012243208
Chr12_12243209,chr12_012243209
Chr12_12243257,chr12_012243257
Chr12_12243264,chr12_012243264
Chr12_12243281,chr12_012243281
chr12_12437318,chr12_012437318
Chr12_12453436,chr12_012453436
Chr12_12453460,chr12_012453460
Chr12_12453553,chr12_012453553
Chr12_12724357,chr12_012724357
Chr12_12857810,chr12_012857810
Chr12_12884324,chr12_012884324
chr12_12914746,chr12_012914746
Chr12_12976351,chr12_012976351
Chr12_13408890,chr12_013408890
chr12_13830734,chr12_013830734
Chr12_14231904,chr12_014231904
Chr12_14231951,chr12_014231951
Chr12_14231964,chr12_014231964
Chr12_14459770,chr12_014459770
chr12_14853037,chr12_014853037
Chr12_14925007,chr12_014925007
Chr12_14937017,chr12_014937017
Chr12_15216177,chr12_015216177
Chr12_15216253,chr12_015216253
Chr12_15216330,chr12_015216330
Chr12_15216414,chr12_015216414
Chr12_15230426,chr12_015230426
Chr12_15980833,chr12_015980833
Chr12_16182845,chr12_016182845
Chr12_16352374,chr12_016352374
chr12_16664129,chr12_016664129
chr12_17008258,chr12_017008258
chr12_17392930,chr12_017392930
Chr12_17680894,chr12_017680894
chr12_17988321,chr12_017988321
Chr12_18351073,chr12_018351073
Chr12_18351205,chr12_018351205
Chr12_18392411,chr12_018392411
Chr12_18816298,chr12_018816298
Chr12_19103154,chr12_019103154
Chr12_19189268,chr12_019189268
Chr12_19703038,chr12_019703038
Chr12_19918407,chr12_019918407
Chr12_20217205,chr12_020217205
Chr12_20641339,chr12_020641339
Chr12_20868445,chr12_020868445
Chr12_20868455,chr12_020868455
Chr12_21729066,chr12_021729066
Chr12_21738781,chr12_021738781
Chr12_21816256,chr12_021816256
Chr12_22038761,chr12_022038761
Chr12_22355093,chr12_022355093
Chr12_22857393,chr12_022857393
Chr12_23658038,chr12_023658038
Chr12_23704792,chr12_023704792
Chr12_23748392,chr12_023748392
Chr12_24226970,chr12_024226970
Chr12_24488260,chr12_024488260
Chr12_24488267,chr12_024488267
Chr12_24488273,chr12_024488273
Chr12_24595101,chr12_024595101
Chr12_24713754,chr12_024713754
Chr12_25050914,chr12_025050914
Chr12_25077660,chr12_025077660
Chr12_25476054,chr12_025476054
Chr12_25854947,chr12_025854947
Chr12_25903129,chr12_025903129
Chr12_26457001,chr12_026457001
Chr12_26457020,chr12_026457020
Chr12_26457026,chr12_026457026
Chr12_26457095,chr12_026457095
Chr12_26457132,chr12_026457132
Chr12_27256749,chr12_027256749
Chr12_27445751,chr12_027445751
Chr12_27516346,chr12_027516346
Chr12_27516441,chr12_027516441
Chr12_27516489,chr12_027516489
Chr12_27710119,chr12_027710119
Chr12_27888372,chr12_027888372
Chr12_28149881,chr12_028149881
Chr12_28246588,chr12_028246588
Chr12_28286476,chr12_028286476
Chr12_28378398,chr12_028378398
Chr12_28742797,chr12_028742797
Chr12_28742885,chr12_028742885
Chr12_29502119,chr12_029502119
Chr12_29585555,chr12_029585555
Chr12_29742754,chr12_029742754
Chr12_29909573,chr12_029909573
Chr12_30078559,chr12_030078559
Chr12_30142246,chr12_030142246
Chr12_30142292,chr12_030142292
Chr12_30144376,chr12_030144376
Chr12_30506427,chr12_030506427
Chr12_30510255,chr12_030510255
Chr12_30560477,chr12_030560477
Chr12_30817778,chr12_030817778
Chr12_30817807,chr12_030817807
chr12_30938994,chr12_030938994
Chr12_31246293,chr12_031246293
Chr12_31580147,chr12_031580147
Chr12_31900718,chr12_031900718
Chr12_32163979,chr12_032163979
Chr12_32163986,chr12_032163986
Chr12_32333795,chr12_032333795
Chr12_32736616,chr12_032736616
Chr12_32835664,chr12_032835664
Chr12_32835701,chr12_032835701
Chr12_33120361,chr12_033120361
Chr12_33131606,chr12_033131606
Chr12_33326758,chr12_033326758
Chr12_33671322,chr12_033671322
Chr12_33783317,chr12_033783317
Chr12_33828061,chr12_033828061
Chr12_33951913,chr12_033951913
Chr12_34202763,chr12_034202763
Chr12_34372584,chr12_034372584
Chr12_34591465,chr12_034591465
Chr12_34948486,chr12_034948486
Chr12_34955278,chr12_034955278
Chr12_34955386,chr12_034955386
Chr12_34955398,chr12_034955398
Chr12_35208831,chr12_035208831
Chr12_35742301,chr12_035742301
Chr12_35950045,chr12_035950045
Chr12_36090205,chr12_036090205
Chr12_36437314,chr12_036437314
Chr12_36561976,chr12_036561976
Chr12_36562002,chr12_036562002
Chr12_36816887,chr12_036816887
Chr12_36816895,chr12_036816895
Chr12_36962242,chr12_036962242
Chr12_37074339,chr12_037074339
Chr12_37456072,chr12_037456072
Chr12_37599013,chr12_037599013
Chr12_37919575,chr12_037919575
Chr12_38101961,chr12_038101961
chr12_38162703,chr12_038162703
Chr12_38559171,chr12_038559171
Chr12_38910669,chr12_038910669
Chr12_39260963,chr12_039260963
Chr12_39379239,chr12_039379239
Chr12_39606323,chr12_039606323
Chr12_40002516,chr12_040002516
Chr12_40288016,chr12_040288016
Chr12_40760045,chr12_040760045
Chr01_01465651,chr01_001465651
Chr01_15161370,chr01_015161370
Chr01_26636907,chr01_026636907
Chr01_28192744,chr01_028192744
Chr01_35403686,chr01_035403686
Chr01_41606144,chr01_041606144
Chr02_08484621,chr02_008484621
Chr02_09167112,chr02_009167112
Chr02_16562161,chr02_016562161
Chr02_21441855,chr02_021441855
Chr02_31508817,chr02_031508817
Chr02_38575814,chr02_038575814
Chr03_00059682,chr03_000059682
Chr03_01337870,chr03_001337870
Chr03_06790950,chr03_006790950
Chr03_14225898,chr03_014225898
Chr03_20346303,chr03_020346303
Chr03_32632400,chr03_032632400
Chr04_00847438,chr04_000847438
Chr04_01986490,chr04_001986490
Chr04_03408188,chr04_003408188
Chr04_03653089,chr04_003653089
Chr05_02021754,chr05_002021754
Chr05_22965046,chr05_022965046
Chr05_30439740,chr05_030439740
Chr06_03580553,chr06_003580553
Chr06_17533965,chr06_017533965
Chr06_35627087,chr06_035627087
Chr06_39543187,chr06_039543187
Chr07_03908418,chr07_003908418
Chr07_08690080,chr07_008690080
Chr07_24981140,chr07_024981140
Chr07_25656406,chr07_025656406
Chr07_26691936,chr07_026691936
Chr07_31134738,chr07_031134738
Chr08_03139025,chr08_003139025
Chr08_10336148,chr08_010336148
Chr08_19799604,chr08_019799604
Chr08_26271676,chr08_026271676
Chr08_36832306,chr08_036832306
Chr08_37598877,chr08_037598877
Chr09_01313542,chr09_001313542
Chr09_02394263,chr09_002394263
Chr09_16313500,chr09_016313500
Chr09_23290817,chr09_023290817
Chr10_03996408,chr10_003996408
Chr10_17370317,chr10_017370317
Chr11_01022415,chr11_001022415
Chr11_10026534,chr11_010026534
Chr11_13534265,chr11_013534265
Chr11_16317034,chr11_016317034
Chr11_33374447,chr11_033374447
Chr11_34334373,chr11_034334373
Chr12_40618883,chr12_040618883
